NAME OF DATA ELEMENT,dev-category,developer-friendly name,API data type,INDEX,VARIABLE NAME,VALUE,LABEL,SOURCE,SHOWN/USE ON SITE,NOTES,,,
Graduate federal student loan dollar-based 10-year repayment rate numerator,repayment,10_yr_db_fed_repayment.gr.numerator,long,,DBRR10_FED_GR_NUM,,,NSLDS,,,,,
Graduate federal student loan dollar-based 10-year repayment rate denominator,repayment,10_yr_db_fed_repayment.gr.denominator,long,,DBRR10_FED_GR_DEN,,,NSLDS,,,,,
Graduate federal student loan dollar-based 10-year repayment rate,repayment,10_yr_db_fed_repayment.gr.rate,float,,DBRR10_FED_GR_RT,,,NSLDS,,,,,
Undergraduate federal student loan dollar-based 20-year repayment rate borrower count,repayment,20_yr_db_fed_repayment.ug.count,integer,,DBRR20_FED_UG_N,,,NSLDS,,,,,
Undergraduate federal student loan dollar-based 20-year repayment rate numerator,repayment,20_yr_db_fed_repayment.ug.numerator,long,,DBRR20_FED_UG_NUM,,,NSLDS,,,,,
Undergraduate federal student loan dollar-based 20-year repayment rate denominator,repayment,20_yr_db_fed_repayment.ug.denominator,long,,DBRR20_FED_UG_DEN,,,NSLDS,,,,,
Undergraduate federal student loan dollar-based 20-year repayment rate,repayment,20_yr_db_fed_repayment.ug.rate,float,,DBRR20_FED_UG_RT,,,NSLDS,,,,,
Graduate federal student loan dollar-based 20-year repayment rate borrower count,repayment,20_yr_db_fed_repayment.gr.count,integer,,DBRR20_FED_GR_N,,,NSLDS,,,,,
Graduate federal student loan dollar-based 20-year repayment rate numerator,repayment,20_yr_db_fed_repayment.gr.numerator,long,,DBRR20_FED_GR_NUM,,,NSLDS,,,,,
Graduate federal student loan dollar-based 20-year repayment rate denominator,repayment,20_yr_db_fed_repayment.gr.denominator,long,,DBRR20_FED_GR_DEN,,,NSLDS,,,,,
Graduate federal student loan dollar-based 20-year repayment rate,repayment,20_yr_db_fed_repayment.gr.rate,float,,DBRR20_FED_GR_RT,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 1-year repayment rate borrower count,repayment,1_yr_db_pp_repayment.ug.count,integer,,DBRR1_PP_UG_N,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 1-year repayment rate numerator,repayment,1_yr_db_pp_repayment.ug.numerator,long,,DBRR1_PP_UG_NUM,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 1-year repayment rate denominator,repayment,1_yr_db_pp_repayment.ug.denominator,long,,DBRR1_PP_UG_DEN,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 1-year repayment rate,repayment,1_yr_db_pp_repayment.ug.rate,float,,DBRR1_PP_UG_RT,,,NSLDS,,,,,
Undergraduate student completers Parent PLUS Loan dollar-based 1-year repayment rate borrower count,repayment,1_yr_db_pp_repayment.ug_completer.count,integer,,DBRR1_PP_UGCOMP_N,,,NSLDS,,,,,
Undergraduate student completers Parent PLUS Loan dollar-based 1-year repayment rate numerator,repayment,1_yr_db_pp_repayment.ug_completer.numerator,long,,DBRR1_PP_UGCOMP_NUM,,,NSLDS,,,,,
Undergraduate student completers Parent PLUS Loan dollar-based 1-year repayment rate denominator,repayment,1_yr_db_pp_repayment.ug_completer.denominator,long,,DBRR1_PP_UGCOMP_DEN,,,NSLDS,,,,,
Undergraduate student completers Parent PLUS Loan dollar-based 1-year repayment rate,repayment,1_yr_db_pp_repayment.ug_completer.rate,float,,DBRR1_PP_UGCOMP_RT,,,NSLDS,,,,,
Undergraduate student non-completers Parent PLUS Loan dollar-based 1-year repayment rate borrower count,repayment,1_yr_db_pp_repayment.ug_noncompleter.count,integer,,DBRR1_PP_UGNOCOMP_N,,,NSLDS,,,,,
Undergraduate student non-completers Parent PLUS Loan dollar-based 1-year repayment rate numerator,repayment,1_yr_db_pp_repayment.ug_noncompleter.numerator,long,,DBRR1_PP_UGNOCOMP_NUM,,,NSLDS,,,,,
Undergraduate student non-completers Parent PLUS Loan dollar-based 1-year repayment rate denominator,repayment,1_yr_db_pp_repayment.ug_noncompleter.denominator,long,,DBRR1_PP_UGNOCOMP_DEN,,,NSLDS,,,,,
Undergraduate student non-completers Parent PLUS Loan dollar-based 1-year repayment rate repayment rate,repayment,1_yr_db_pp_repayment.ug_noncompleter.rate,float,,DBRR1_PP_UGNOCOMP_RT,,,NSLDS,,,,,
Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 1-year repayment rate borrower count,repayment,1_yr_db_pp_repayment.ug_completer_unknown.count,integer,,DBRR1_PP_UGUNK_N,,,NSLDS,,,,,
Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 1-year repayment rate numerator,repayment,1_yr_db_pp_repayment.ug_completer_unknown.numerator,long,,DBRR1_PP_UGUNK_NUM,,,NSLDS,,,,,
Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 1-year repayment rate denominator,repayment,1_yr_db_pp_repayment.ug_completer_unknown.denominator,long,,DBRR1_PP_UGUNK_DEN,,,NSLDS,,,,,
Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 1-year repayment rate repayment rate,repayment,1_yr_db_pp_repayment.ug_completer_unknown.rate,float,,DBRR1_PP_UGUNK_RT,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 4-year repayment rate borrower count,repayment,4_yr_db_pp_repayment.ug.count,integer,,DBRR4_PP_UG_N,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 4-year repayment rate numerator,repayment,4_yr_db_pp_repayment.ug.numerator,long,,DBRR4_PP_UG_NUM,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 4-year repayment rate denominator,repayment,4_yr_db_pp_repayment.ug.denominator,long,,DBRR4_PP_UG_DEN,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 4-year repayment rate,repayment,4_yr_db_pp_repayment.ug.rate,float,,DBRR4_PP_UG_RT,,,NSLDS,,,,,
Undergraduate student completers Parent PLUS Loan dollar-based 4-year repayment rate borrower count,repayment,4_yr_db_pp_repayment.ug_completer.count,integer,,DBRR4_PP_UGCOMP_N,,,NSLDS,,,,,
Undergraduate student completers Parent PLUS Loan dollar-based 4-year repayment rate numerator,repayment,4_yr_db_pp_repayment.ug_completer.numerator,long,,DBRR4_PP_UGCOMP_NUM,,,NSLDS,,,,,
Undergraduate student completers Parent PLUS Loan dollar-based 4-year repayment rate denominator,repayment,4_yr_db_pp_repayment.ug_completer.denominator,long,,DBRR4_PP_UGCOMP_DEN,,,NSLDS,,,,,
Undergraduate student completers Parent PLUS Loan dollar-based 4-year repayment rate,repayment,4_yr_db_pp_repayment.ug_completer.rate,float,,DBRR4_PP_UGCOMP_RT,,,NSLDS,,,,,
Undergraduate student non-completers Parent PLUS Loan dollar-based 4-year repayment rate borrower count,repayment,4_yr_db_pp_repayment.ug_noncompleter.count,integer,,DBRR4_PP_UGNOCOMP_N,,,NSLDS,,,,,
Undergraduate student non-completers Parent PLUS Loan dollar-based 4-year repayment rate numerator,repayment,4_yr_db_pp_repayment.ug_noncompleter.numerator,long,,DBRR4_PP_UGNOCOMP_NUM,,,NSLDS,,,,,
Undergraduate student non-completers Parent PLUS Loan dollar-based 4-year repayment rate denominator,repayment,4_yr_db_pp_repayment.ug_noncompleter.denominator,long,,DBRR4_PP_UGNOCOMP_DEN,,,NSLDS,,,,,
Undergraduate student non-completers Parent PLUS Loan dollar-based 4-year repayment rate repayment rate,repayment,4_yr_db_pp_repayment.ug_noncompleter.rate,float,,DBRR4_PP_UGNOCOMP_RT,,,NSLDS,,,,,
Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 4-year repayment rate borrower count,repayment,4_yr_db_pp_repayment.ug_completer_unknown.count,integer,,DBRR4_PP_UGUNK_N,,,NSLDS,,,,,
Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 4-year repayment rate numerator,repayment,4_yr_db_pp_repayment.ug_completer_unknown.numerator,long,,DBRR4_PP_UGUNK_NUM,,,NSLDS,,,,,
Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 4-year repayment rate denominator,repayment,4_yr_db_pp_repayment.ug_completer_unknown.denominator,long,,DBRR4_PP_UGUNK_DEN,,,NSLDS,,,,,
Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 4-year repayment rate repayment rate,repayment,4_yr_db_pp_repayment.ug_completer_unknown.rate,float,,DBRR4_PP_UGUNK_RT,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate borrower count,repayment,5_yr_db_pp_repayment.ug.count,integer,,DBRR5_PP_UG_N,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate numerator,repayment,5_yr_db_pp_repayment.ug.numerator,long,,DBRR5_PP_UG_NUM,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate denominator,repayment,5_yr_db_pp_repayment.ug.denominator,long,,DBRR5_PP_UG_DEN,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate,repayment,5_yr_db_pp_repayment.ug.rate,float,,DBRR5_PP_UG_RT,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 10-year repayment rate borrower count,repayment,10_yr_db_pp_repayment.ug.count,integer,,DBRR10_PP_UG_N,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 10-year repayment rate numerator,repayment,10_yr_db_pp_repayment.ug.numerator,long,,DBRR10_PP_UG_NUM,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 10-year repayment rate denominator,repayment,10_yr_db_pp_repayment.ug.denominator,long,,DBRR10_PP_UG_DEN,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 10-year repayment rate,repayment,10_yr_db_pp_repayment.ug.rate,float,,DBRR10_PP_UG_RT,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 20-year repayment rate borrower count,repayment,20_yr_db_pp_repayment.ug.count,integer,,DBRR20_PP_UG_N,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 20-year repayment rate numerator,repayment,20_yr_db_pp_repayment.ug.numerator,long,,DBRR20_PP_UG_NUM,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 20-year repayment rate denominator,repayment,20_yr_db_pp_repayment.ug.denominator,long,,DBRR20_PP_UG_DEN,,,NSLDS,,,,,
Undergraduate Parent PLUS Loan dollar-based 20-year repayment rate,repayment,20_yr_db_pp_repayment.ug.rate,float,,DBRR20_PP_UG_RT,,,NSLDS,,,,,
Undergraduate federal student loan borrower-based 1-year borrower count,repayment,1_yr_bb_fed_repayment.ug.count,integer,,BBRR1_FED_UG_N,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers in default after 1 year,repayment,1_yr_bb_fed_repayment.ug.default,float,,BBRR1_FED_UG_DFLT,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers in delinquency after 1 year,repayment,1_yr_bb_fed_repayment.ug.delinquent,float,,BBRR1_FED_UG_DLNQ,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers in forbearance after 1 year,repayment,1_yr_bb_fed_repayment.ug.forbearance,float,,BBRR1_FED_UG_FBR,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers in deferment after 1 year,repayment,1_yr_bb_fed_repayment.ug.deferment,float,,BBRR1_FED_UG_DFR,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers not making progress after 1 year,repayment,1_yr_bb_fed_repayment.ug.noprogress,float,,BBRR1_FED_UG_NOPROG,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers making progress after 1 year,repayment,1_yr_bb_fed_repayment.ug.makingprogress,float,,BBRR1_FED_UG_MAKEPROG,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers paid in full after 1 year,repayment,1_yr_bb_fed_repayment.ug.fullypaid,float,,BBRR1_FED_UG_PAIDINFULL,,,NSLDS,,,,,
Percentage of undergraduate federal student loan borrowers with all loans discharged after 1 year,repayment,1_yr_bb_fed_repayment.ug.discharge,float,,BBRR1_FED_UG_DISCHARGE,,,NSLDS,,,,,
Undergraduate completer undergraduate federal student loan borrower-based 1-year borrower count,repayment,1_yr_bb_fed_repayment.ugcomp.count,integer,,BBRR1_FED_UGCOMP_N,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers in default after 1 year,repayment,1_yr_bb_fed_repayment.ugcomp.default,float,,BBRR1_FED_UGCOMP_DFLT,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers in delinquency after 1 year,repayment,1_yr_bb_fed_repayment.ugcomp.delinquent,float,,BBRR1_FED_UGCOMP_DLNQ,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers in forbearance after 1 year,repayment,1_yr_bb_fed_repayment.ugcomp.forbearance,float,,BBRR1_FED_UGCOMP_FBR,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers in deferment after 1 year,repayment,1_yr_bb_fed_repayment.ugcomp.deferment,float,,BBRR1_FED_UGCOMP_DFR,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers not making progress after 1 year,repayment,1_yr_bb_fed_repayment.ugcomp.noprogress,float,,BBRR1_FED_UGCOMP_NOPROG,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers making progress after 1 year,repayment,1_yr_bb_fed_repayment.ugcomp.makingprogress,float,,BBRR1_FED_UGCOMP_MAKEPROG,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers paid in full after 1 year,repayment,1_yr_bb_fed_repayment.ugcomp.fullypaid,float,,BBRR1_FED_UGCOMP_PAIDINFULL,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate federal student loan borrowers with all loans discharged after 1 year,repayment,1_yr_bb_fed_repayment.ugcomp.discharge,float,,BBRR1_FED_UGCOMP_DISCHARGE,,,NSLDS,,,,,
Undergraduate non-completer undergraduate federal student loan borrower-based 1-year borrower count,repayment,1_yr_bb_fed_repayment.ugnocomp.count,integer,,BBRR1_FED_UGNOCOMP_N,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in default after 1 year,repayment,1_yr_bb_fed_repayment.ugnocomp.default,float,,BBRR1_FED_UGNOCOMP_DFLT,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in delinquency after 1 year,repayment,1_yr_bb_fed_repayment.ugnocomp.delinquent,float,,BBRR1_FED_UGNOCOMP_DLNQ,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in forbearance after 1 year,repayment,1_yr_bb_fed_repayment.ugnocomp.forbearance,float,,BBRR1_FED_UGNOCOMP_FBR,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in deferment after 1 year,repayment,1_yr_bb_fed_repayment.ugnocomp.deferment,float,,BBRR1_FED_UGNOCOMP_DFR,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers not making progress after 1 year,repayment,1_yr_bb_fed_repayment.ugnocomp.noprogress,float,,BBRR1_FED_UGNOCOMP_NOPROG,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers making progress after 1 year,repayment,1_yr_bb_fed_repayment.ugnocomp.makingprogress,float,,BBRR1_FED_UGNOCOMP_MAKEPROG,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers paid in full after 1 year,repayment,1_yr_bb_fed_repayment.ugnocomp.fullypaid,float,,BBRR1_FED_UGNOCOMP_PAIDINFULL,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers with all loans discharged after 1 year,repayment,1_yr_bb_fed_repayment.ugnocomp.discharge,float,,BBRR1_FED_UGNOCOMP_DISCHARGE,,,NSLDS,,,,,
Undergraduate unknown completion status undergraduate federal student loan borrower-based 1-year borrower count,repayment,1_yr_bb_fed_repayment.ugunkcomp.count,integer,,BBRR1_FED_UGUNK_N,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in default after 1 year,repayment,1_yr_bb_fed_repayment.ugunkcomp.default,float,,BBRR1_FED_UGUNK_DFLT,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in delinquency after 1 year,repayment,1_yr_bb_fed_repayment.ugunkcomp.delinquent,float,,BBRR1_FED_UGUNK_DLNQ,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in forbearance after 1 year,repayment,1_yr_bb_fed_repayment.ugunkcomp.forbearance,float,,BBRR1_FED_UGUNK_FBR,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in deferment after 1 year,repayment,1_yr_bb_fed_repayment.ugunkcomp.deferment,float,,BBRR1_FED_UGUNK_DFR,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers not making progress after 1 year,repayment,1_yr_bb_fed_repayment.ugunkcomp.noprogress,float,,BBRR1_FED_UGUNK_NOPROG,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers making progress after 1 year,repayment,1_yr_bb_fed_repayment.ugunkcomp.makingprogress,float,,BBRR1_FED_UGUNK_MAKEPROG,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers paid in full after 1 year,repayment,1_yr_bb_fed_repayment.ugunkcomp.fullypaid,float,,BBRR1_FED_UGUNK_PAIDINFULL,,,NSLDS,,,,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers with all loans discharged after 1 year,repayment,1_yr_bb_fed_repayment.ugunkcomp.discharge,float,,BBRR1_FED_UGUNK_DISCHARGE,,,NSLDS,,,,,
Graduate federal student loan borrower-based 1-year borrower count,repayment,1_yr_bb_fed_repayment.gr.count,integer,,BBRR1_FED_GR_N,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers in default after 1 year,repayment,1_yr_bb_fed_repayment.gr.default,float,,BBRR1_FED_GR_DFLT,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers in delinquency after 1 year,repayment,1_yr_bb_fed_repayment.gr.delinquent,float,,BBRR1_FED_GR_DLNQ,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers in forbearance after 1 year,repayment,1_yr_bb_fed_repayment.gr.forbearance,float,,BBRR1_FED_GR_FBR,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers in deferment after 1 year,repayment,1_yr_bb_fed_repayment.gr.deferment,float,,BBRR1_FED_GR_DFR,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers not making progress after 1 year,repayment,1_yr_bb_fed_repayment.gr.noprogress,float,,BBRR1_FED_GR_NOPROG,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers making progress after 1 year,repayment,1_yr_bb_fed_repayment.gr.makingprogress,float,,BBRR1_FED_GR_MAKEPROG,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers paid in full after 1 year,repayment,1_yr_bb_fed_repayment.gr.fullypaid,float,,BBRR1_FED_GR_PAIDINFULL,,,NSLDS,,,,,
Percentage of graduate federal student loan borrowers with all loans discharged after 1 year,repayment,1_yr_bb_fed_repayment.gr.discharge,float,,BBRR1_FED_GR_DISCHARGE,,,NSLDS,,,,,
Graduate completer graduate federal student loan borrower-based 1-year borrower count,repayment,1_yr_bb_fed_repayment.grcomp.count,integer,,BBRR1_FED_GRCOMP_N,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers in default after 1 year,repayment,1_yr_bb_fed_repayment.grcomp.default,float,,BBRR1_FED_GRCOMP_DFLT,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers in delinquency after 1 year,repayment,1_yr_bb_fed_repayment.grcomp.delinquent,float,,BBRR1_FED_GRCOMP_DLNQ,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers in forbearance after 1 year,repayment,1_yr_bb_fed_repayment.grcomp.forbearance,float,,BBRR1_FED_GRCOMP_FBR,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers in deferment after 1 year,repayment,1_yr_bb_fed_repayment.grcomp.deferment,float,,BBRR1_FED_GRCOMP_DFR,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers not making progress after 1 year,repayment,1_yr_bb_fed_repayment.grcomp.noprogress,float,,BBRR1_FED_GRCOMP_NOPROG,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers making progress after 1 year,repayment,1_yr_bb_fed_repayment.grcomp.makingprogress,float,,BBRR1_FED_GRCOMP_MAKEPROG,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers paid in full after 1 year,repayment,1_yr_bb_fed_repayment.grcomp.fullypaid,float,,BBRR1_FED_GRCOMP_PAIDINFULL,,,NSLDS,,,,,
Percentage of graduate completer graduate federal student loan borrowers with all loans discharged after 1 year,repayment,1_yr_bb_fed_repayment.grcomp.discharge,float,,BBRR1_FED_GRCOMP_DISCHARGE,,,NSLDS,,,,,
Graduate non-completer graduate federal student loan borrower-based 1-year borrower count,repayment,1_yr_bb_fed_repayment.grnocomp.count,integer,,BBRR1_FED_GRNOCOMP_N,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers in default after 1 year,repayment,1_yr_bb_fed_repayment.grnocomp.default,float,,BBRR1_FED_GRNOCOMP_DFLT,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers in delinquency after 1 year,repayment,1_yr_bb_fed_repayment.grnocomp.delinquent,float,,BBRR1_FED_GRNOCOMP_DLNQ,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers in forbearance after 1 year,repayment,1_yr_bb_fed_repayment.grnocomp.forbearance,float,,BBRR1_FED_GRNOCOMP_FBR,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers in deferment after 1 year,repayment,1_yr_bb_fed_repayment.grnocomp.deferment,float,,BBRR1_FED_GRNOCOMP_DFR,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers not making progress after 1 year,repayment,1_yr_bb_fed_repayment.grnocomp.noprogress,float,,BBRR1_FED_GRNOCOMP_NOPROG,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers making progress after 1 year,repayment,1_yr_bb_fed_repayment.grnocomp.makingprogress,float,,BBRR1_FED_GRNOCOMP_MAKEPROG,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers paid in full after 1 year,repayment,1_yr_bb_fed_repayment.grnocomp.fullypaid,float,,BBRR1_FED_GRNOCOMP_PAIDINFULL,,,NSLDS,,,,,
Percentage of graduate non-completer graduate federal student loan borrowers with all loans discharged after 1 year,repayment,1_yr_bb_fed_repayment.grnocomp.discharge,float,,BBRR1_FED_GRNOCOMP_DISCHARGE,,,NSLDS,,,,,
Undergraduate student Parent PLUS Loan borrower-based 1-year borrower count,repayment,1_yr_bb_pp_repayment.ug.count,integer,,BBRR1_PP_UG_N,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers in default after 1 year,repayment,1_yr_bb_pp_repayment.ug.default,float,,BBRR1_PP_UG_DFLT,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers in delinquency after 1 year,repayment,1_yr_bb_pp_repayment.ug.delinquent,float,,BBRR1_PP_UG_DLNQ,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers in forbearance after 1 year,repayment,1_yr_bb_pp_repayment.ug.forbearance,float,,BBRR1_PP_UG_FBR,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers in deferment after 1 year,repayment,1_yr_bb_pp_repayment.ug.deferment,float,,BBRR1_PP_UG_DFR,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers not making progress after 1 year,repayment,1_yr_bb_pp_repayment.ug.noprogress,float,,BBRR1_PP_UG_NOPROG,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers making progress after 1 year,repayment,1_yr_bb_pp_repayment.ug.makingprogress,float,,BBRR1_PP_UG_MAKEPROG,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers paid in full after 1 year,repayment,1_yr_bb_pp_repayment.ug.fullypaid,float,,BBRR1_PP_UG_PAIDINFULL,,,NSLDS,,,,,
Percentage of undergraduate student Parent PLUS Loan borrowers with all loans discharged after 1 year,repayment,1_yr_bb_pp_repayment.ug.discharge,float,,BBRR1_PP_UG_DISCHARGE,,,NSLDS,,,,,
Undergraduate completer undergraduate student Parent PLUS Loan borrower-based 1-year borrower count,repayment,1_yr_bb_pp_repayment.ugcomp.count,integer,,BBRR1_PP_UGCOMP_N,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in default after 1 year,repayment,1_yr_bb_pp_repayment.ugcomp.default,float,,BBRR1_PP_UGCOMP_DFLT,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in delinquency after 1 year,repayment,1_yr_bb_pp_repayment.ugcomp.delinquent,float,,BBRR1_PP_UGCOMP_DLNQ,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in forbearance after 1 year,repayment,1_yr_bb_pp_repayment.ugcomp.forbearance,float,,BBRR1_PP_UGCOMP_FBR,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in deferment after 1 year,repayment,1_yr_bb_pp_repayment.ugcomp.deferment,float,,BBRR1_PP_UGCOMP_DFR,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers not making progress after 1 year,repayment,1_yr_bb_pp_repayment.ugcomp.noprogress,float,,BBRR1_PP_UGCOMP_NOPROG,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers making progress after 1 year,repayment,1_yr_bb_pp_repayment.ugcomp.makingprogress,float,,BBRR1_PP_UGCOMP_MAKEPROG,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers paid in full after 1 year,repayment,1_yr_bb_pp_repayment.ugcomp.fullypaid,float,,BBRR1_PP_UGCOMP_PAIDINFULL,,,NSLDS,,,,,
Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers with all loans discharged after 1 year,repayment,1_yr_bb_pp_repayment.ugcomp.discharge,float,,BBRR1_PP_UGCOMP_DISCHARGE,,,NSLDS,,,,,
Undergraduate non-completer undergraduate student Parent PLUS Loan borrower-based 1-year borrower count,repayment,1_yr_bb_pp_repayment.ugnocomp.count,integer,,BBRR1_PP_UGNOCOMP_N,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in default after 1 year,repayment,1_yr_bb_pp_repayment.ugnocomp.default,float,,BBRR1_PP_UGNOCOMP_DFLT,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in delinquency after 1 year,repayment,1_yr_bb_pp_repayment.ugnocomp.delinquent,float,,BBRR1_PP_UGNOCOMP_DLNQ,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in forbearance after 1 year,repayment,1_yr_bb_pp_repayment.ugnocomp.forbearance,float,,BBRR1_PP_UGNOCOMP_FBR,,,NSLDS,,,,,
Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in deferment after 1 year,repayment,1_yr_bb_pp_repayment.ugnocomp.deferment,float,,BBRR1_PP_UGNOCOMP_DFR,,,NSLDS,,,,,
